Price,Close,High,Low,Open,Volume
Ticker,CCO.TO,CCO.TO,CCO.TO,CCO.TO,CCO.TO
Date,,,,,
2024-01-02,56.040000915527344,57.54999923706055,55.599998474121094,57.369998931884766,905900
2024-01-03,55.470001220703125,56.439998626708984,55.060001373291016,55.380001068115234,904000
2024-01-04,56.95000076293945,57.47999954223633,55.04999923706055,55.529998779296875,930100
2024-01-05,56.47999954223633,57.560001373291016,56.33000183105469,56.95000076293945,705600
2024-01-08,57.040000915527344,57.290000915527344,56.130001068115234,57.08000183105469,896800
2024-01-09,59.93000030517578,60.41999816894531,56.560001373291016,56.90999984741211,1616000
2024-01-10,60.41999816894531,61.43000030517578,60.060001373291016,60.97999954223633,1257500
2024-01-11,62.5099983215332,62.54999923706055,60.16999816894531,60.65999984741211,1097900
2024-01-12,66.95999908447266,68.62999725341797,65.04000091552734,65.04000091552734,2758000
2024-01-15,68.51000213623047,69.18000030517578,66.5199966430664,66.5999984741211,877700
2024-01-16,66.08999633789062,68.76000213623047,65.94000244140625,67.77999877929688,2547400
2024-01-17,64.7300033569336,65.41000366210938,63.41999816894531,65.04000091552734,1700900
2024-01-18,64.5199966430664,65.55000305175781,62.77000045776367,65.0,1364800
2024-01-19,63.04999923706055,64.58000183105469,61.77000045776367,64.48999786376953,1705300
2024-01-22,62.279998779296875,63.619998931884766,61.880001068115234,63.08000183105469,1109800
2024-01-23,63.75,64.79000091552734,61.97999954223633,62.189998626708984,1379900
2024-01-24,64.16999816894531,65.56999969482422,63.81999969482422,63.900001525878906,1293400
2024-01-25,61.970001220703125,64.54000091552734,61.52000045776367,64.44999694824219,973200
2024-01-26,62.34000015258789,62.689998626708984,61.040000915527344,61.75,969100
2024-01-29,63.15999984741211,63.33000183105469,60.939998626708984,62.0,853100
2024-01-30,64.22000122070312,64.61000061035156,62.47999954223633,63.18000030517578,1112000
2024-01-31,64.19000244140625,64.81999969482422,63.400001525878906,64.25,1836100
2024-02-01,67.66999816894531,68.9000015258789,66.30000305175781,67.01000213623047,1809200
2024-02-02,65.94000244140625,67.87999725341797,65.55000305175781,67.87999725341797,1134300
2024-02-05,65.38999938964844,65.77999877929688,64.05000305175781,65.55000305175781,1695600
2024-02-06,64.2300033569336,65.66000366210938,64.12999725341797,65.52999877929688,1058000
2024-02-07,64.6500015258789,65.04000091552734,63.47999954223633,64.19000244140625,1545500
2024-02-08,60.209999084472656,65.0999984741211,59.939998626708984,63.790000915527344,2437900
2024-02-09,59.27000045776367,60.54999923706055,58.83000183105469,59.31999969482422,1541300
2024-02-12,58.720001220703125,59.349998474121094,58.08000183105469,58.86000061035156,1626600
2024-02-13,56.83000183105469,58.5,56.43000030517578,58.15999984741211,1989800
2024-02-14,57.2400016784668,57.38999938964844,55.900001525878906,57.220001220703125,1345500
2024-02-15,57.0,58.029998779296875,56.41999816894531,57.119998931884766,1291700
2024-02-16,56.86000061035156,58.099998474121094,56.86000061035156,57.150001525878906,1139200
2024-02-20,56.04999923706055,57.65999984741211,55.529998779296875,56.86000061035156,1554600
2024-02-21,56.380001068115234,57.11000061035156,54.61000061035156,54.97999954223633,1673900
2024-02-22,55.349998474121094,57.4900016784668,55.119998931884766,56.72999954223633,1381300
2024-02-23,54.27000045776367,55.61000061035156,54.04999923706055,55.25,1767200
2024-02-26,55.20000076293945,55.79999923706055,53.75,54.13999938964844,1675700
2024-02-27,56.34000015258789,57.16999816894531,55.20000076293945,55.400001525878906,1385400
2024-02-28,55.310001373291016,56.34000015258789,54.79999923706055,56.27000045776367,1095500
2024-02-29,55.0,56.65999984741211,54.540000915527344,55.7400016784668,1879000
2024-03-01,56.90999984741211,57.72999954223633,55.31999969482422,55.31999969482422,1320200
2024-03-04,56.060001373291016,58.029998779296875,55.869998931884766,57.2599983215332,1392300
2024-03-05,55.560001373291016,56.88999938964844,55.439998626708984,55.900001525878906,949400
2024-03-06,56.290000915527344,56.54999923706055,55.72999954223633,55.88999938964844,1055000
2024-03-07,59.31999969482422,59.34000015258789,56.2400016784668,56.310001373291016,1139500
2024-03-08,55.63999938964844,59.84000015258789,54.91999816894531,59.4900016784668,1629100
2024-03-11,54.97999954223633,55.7599983215332,54.349998474121094,55.119998931884766,1899300
2024-03-12,56.599998474121094,56.869998931884766,54.959999084472656,55.25,1170300
2024-03-13,53.310001373291016,57.56999969482422,52.70000076293945,56.66999816894531,2245300
