Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2024-01-02,368.8540954589844,373.85675319437513,364.77637533441424,371.8278333128194,25258600
2024-01-03,368.5855712890625,371.2311162250648,366.5069353432814,367.00421754136386,23083500
2024-01-04,365.94000244140625,371.071958032483,365.17419883301005,368.65517399212956,20901500
2024-01-05,365.75103759765625,370.0376074932349,364.5078321673447,366.9644073117081,20987000
2024-01-08,372.6533508300781,373.1605884048141,367.0042321198686,367.292633952991,23134000
2024-01-09,373.7473449707031,373.94623962935907,369.1723428978833,369.9878929479498,20830000
2024-01-10,380.6894226074219,382.08183711515045,374.27450013266474,374.3242162143558,25514200
2024-01-11,382.539306640625,388.55640906666076,378.3124079780571,383.90185500028724,27850800
2024-01-12,386.3584289550781,386.5672789780478,382.5591857091536,383.3946161527287,21645700
2024-01-16,388.1486511230469,391.88822311121146,385.5130614406214,391.520239126531,27202300
2024-01-17,387.35302734375,387.989532824951,382.71835324743074,385.87113598834696,22234100
2024-01-18,391.72906494140625,391.8484078099571,387.99944854071236,389.590757608681,23392100
2024-01-19,396.50299072265625,396.50299072265625,391.3610795752693,393.60880476389866,29272000
2024-01-22,394.354736328125,398.44238140570053,391.45059495209915,397.8456367008518,27016900
2024-01-23,396.7317199707031,397.2091217935274,391.78873385208783,393.59884828463896,20525900
2024-01-24,400.371826171875,403.4251460402496,398.2733099419358,399.35738145169483,24867000
2024-01-25,402.6692810058594,404.7976633760543,400.3420039680487,402.1222827302953,21021200
2024-01-26,401.7344055175781,403.96225049430717,400.24255886295236,402.1720162977375,17803300
2024-01-29,407.492919921875,407.7515163738106,402.132203332571,403.85281064052623,24510200
2024-01-30,406.36907958984375,410.80482847949565,404.24072747797504,410.01914442764627,33477600
2024-01-31,395.4189147949219,413.0625085146517,395.0509308101669,404.74793405343684,47871100
2024-02-01,401.5852355957031,405.7822988220977,399.615987042455,399.645822762124,30657700
2024-02-02,408.9847412109375,410.4069609052661,401.3663748714528,401.61501595165134,28245000
2024-02-05,403.445068359375,408.92512826323554,401.79408770853485,407.6719673272692,25352300
2024-02-06,403.285888671875,405.75241918711475,400.7199260029661,403.6737833372877,18382600
2024-02-07,411.7994079589844,412.048049077267,405.1855602830067,405.2253513604076,22340500
2024-02-08,411.8590393066406,413.3011697929746,410.28764094681054,411.7993678721975,21225300
2024-02-09,418.2640380859375,418.53258989376275,412.8337250667871,412.9928590098735,22032800
2024-02-12,413.0028076171875,418.45300090827396,412.4955700788698,418.2739866071132,21202900
2024-02-13,404.11138916015625,407.84100542820624,401.1973229337933,402.7388855172427,27824900
2024-02-14,408.01727294921875,408.36602026729184,403.1149845958215,406.6023969609074,20401200
2024-02-15,405.09783935546875,407.6586038685065,402.8360141628252,406.67217404920154,21825500
2024-02-16,402.6068420410156,406.8216402771548,401.9890766652795,406.49281005598874,22281100
2024-02-20,401.3414001464844,403.03526796096475,396.57859232582433,401.78976350568934,24307900
2024-02-21,400.73358154296875,400.8432017480266,395.7914283369083,398.73083103930014,18631100
2024-02-22,410.1695251464844,411.3452740659007,407.1006155180746,408.71478444266717,27009900
2024-02-23,408.8642272949219,414.3643639203874,407.49915930256014,414.17507522190095,16295900
2024-02-26,406.0743103027344,410.6776898273906,405.894934554221,409.98019518094196,16193500
2024-02-27,406.0145568847656,406.85153227427725,402.3976068890661,406.5227020522181,14835800
2024-02-28,406.2536926269531,407.82799699603527,403.8623299765809,406.71202978638325,13183100
2024-02-29,412.15240478515625,412.71038837541505,404.4601676819315,407.17038672368494,31947300
2024-03-01,414.00567626953125,414.37434071888777,409.40229671994484,409.7908782935449,17800300
2024-03-04,413.42779541015625,415.84904886214485,410.8371399665941,411.95310713420247,17596000
2024-03-05,401.201904296875,412.7601921625947,399.1991537340104,412.4712266037999,26919200
2024-03-06,400.6439208984375,403.70288725612903,396.95724581371536,401.5207609339292,22344100
2024-03-07,407.6685791015625,408.3062615866139,400.793370009477,404.65942080101945,18718500
2024-03-08,404.7590637207031,408.943970922281,402.87584635764586,406.49279622041365,17971700
2024-03-11,403.0651550292969,404.2209868017705,399.8169001180621,402.3079090049905,16120800
2024-03-12,413.7864685058594,414.07543405197885,405.327012025755,406.15401359976437,22457000
2024-03-13,413.6071472167969,416.67605697562533,409.9702800987869,416.5963580657627,17115900
2024-03-14,423.69073486328125,426.28139027338693,416.48672597594526,418.72863404872095,34157300
2024-03-15,414.9223937988281,421.08016064962663,411.3054439239168,417.7820672194502,45049800
2024-03-18,415.81915283203125,419.21689271760266,412.2918756147088,412.76018651759574,20106000
2024-03-19,419.8944396972656,420.15351436066743,414.0554988591103,416.32729782359553,19837900
2024-03-20,423.7007141113281,424.42806927889796,419.1471423578337,420.4823195339551,17860100
2024-03-21,427.8258056640625,429.2706030363767,425.6237622387378,428.2841428024405,21296200
2024-03-22,427.1980895996094,428.31405681825356,424.53770889227474,428.15465899372674,17636500
2024-03-25,421.3392028808594,425.87285741065665,420.09369840693,423.7106482644727,18060500
2024-03-26,420.1335754394531,424.4579634513732,419.8346665200353,424.0793252148939,16725600
2024-03-27,419.91436767578125,422.92352605053645,417.50308795871035,422.9135522838942,16705000
2024-03-28,419.2069091796875,420.35276719813675,417.61265739375546,419.446036304839,21871200
2024-04-01,423.0430603027344,426.3511273692628,420.70150589095,422.42529497022593,16316000
2024-04-02,419.9243469238281,420.86096876567433,416.3372877856753,418.5991130717621,17912000
2024-04-03,418.9378967285156,421.73778835137483,417.58277204973547,418.22048493570827,16502300
2024-04-04,416.37713623046875,427.12833945948364,416.068253550806,423.46155114559343,19370900
2024-04-05,423.9896240234375,424.97608420682155,416.81553676948056,418.49946118720635,16544300
2024-04-08,423.06298828125,425.7433163180875,421.77761916132215,423.6409193804279,14272400
2024-04-09,424.7469482421875,426.2016890622586,420.10370356745165,424.9063764757034,12512300
2024-04-10,421.73779296875,422.50501278575086,418.19059862320614,420.67163383024246,16216600
2024-04-11,426.3909606933594,427.8257842273508,420.8409856631163,424.2885638141968,17966400
2024-04-12,420.3826904296875,423.650893158757,418.2603458072204,422.5249521781749,19232100
2024-04-15,412.15240478515625,425.2849970973167,411.9431381329404,425.06578708629894,20273500
2024-04-16,413.0889892578125,416.8952582906374,412.2420705278667,413.07904589917786,16765600
2024-04-17,410.3588562011719,417.37354608032194,408.85427703017245,415.74940334221725,15855500
2024-04-18,402.8160705566406,410.40869149599354,402.49724451606636,409.1532132353134,21029900
2024-04-19,397.6846008300781,404.0217435519042,396.339449885593,402.5769461656378,30276500
2024-04-22,399.5179748535156,401.4011922340004,394.326720664829,398.6411348292365,20286900
2024-04-23,406.1042175292969,406.73195665478823,401.61042761834875,402.78617655393526,15734500
2024-04-24,407.5888671875,410.9866072208439,405.3170681233312,408.08706900339513,15065300
2024-04-25,397.60491943359375,398.4518686143006,386.6345055600896,392.6129274363838,40586500
2024-04-26,404.85870361328125,411.5146721260624,404.300720049804,410.6876705469948,29694700
2024-04-29,400.8033447265625,404.85871464230763,397.7543521688509,403.7925555014032,19582100
2024-04-30,387.9298095703125,400.7136850952025,387.7704117493516,400.04608128764863,28781400
