Price,Close,High,Low,Open,Volume
Ticker,ENB.TO,ENB.TO,ENB.TO,ENB.TO,ENB.TO
Date,,,,,
2024-01-02,45.78057098388672,45.80896968586557,45.30724002435311,45.30724002435311,4601500
2024-01-03,46.111900329589844,46.253901059226884,45.723769094640986,45.894168525714,3569000
2024-01-04,46.1876335144043,46.64203077875929,46.10243380163596,46.34856429895091,4754900
2024-01-05,46.443233489990234,46.51896456313379,46.16870067598425,46.35803377568591,2373800
2024-01-08,47.0301628112793,47.10589388436218,46.27283402430791,46.39589746947116,4845700
2024-01-09,46.55683517456055,47.04909982386051,46.528436471541106,47.03016615143795,3278900
2024-01-10,46.71776580810547,46.89763388986925,46.46217025937682,46.46217025937682,4935200
2024-01-11,46.46216583251953,46.89762942152153,46.272832738231756,46.85029705075669,4260200
2024-01-12,46.71776580810547,46.944966265143854,46.660968402267436,46.77456682517226,4134200
2024-01-15,46.80296325683594,46.8408305997095,46.518965407741376,46.71776354098471,1416600
2024-01-16,46.821895599365234,47.361492580698545,46.727230856096696,46.81243056952977,4711900
2024-01-17,46.168701171875,46.63256347933642,46.09296648668948,46.61363341926859,6548900
2024-01-18,45.71430587768555,46.34856764310222,45.68590356389451,46.055104753348296,15587200
2024-01-19,45.761634826660156,45.87523323963422,45.48710201834677,45.657501443422085,8503300
2024-01-22,45.704837799072266,45.884705880792765,45.506039656229476,45.82790486373965,7878400
2024-01-23,45.695369720458984,45.96043389323526,45.61963503610661,45.73323706263517,6998300
2024-01-24,45.468170166015625,45.93203608865573,45.40190412152826,45.79003535833791,5086700
2024-01-25,45.43976974487305,45.69536888303537,45.43030471511671,45.55336815809126,3937000
2024-01-26,45.68590545654297,45.856304901433546,45.35457520882731,45.35457520882731,4924700
2024-01-29,45.60070037841797,45.723767432213684,45.430304564768775,45.67643506113177,5364300
2024-01-30,45.61963653564453,45.79950461127951,45.41137336928683,45.58177280345226,6455300
2024-01-31,45.19363784790039,45.8468332177091,45.165235537054215,45.62910142777286,14797500
2024-02-01,45.39244079589844,45.66697362549967,45.23150638807992,45.40190582636836,9717800
2024-02-02,44.97590637207031,45.47763964688777,44.663509815324204,45.45870597508064,10381400
2024-02-05,44.32270812988281,44.92857114431223,44.27537575898584,44.92857114431223,16789700
2024-02-06,44.24698257446289,44.58777785414121,44.21858025940138,44.34164732805761,4714700
2024-02-07,43.877777099609375,44.37951035628842,43.77364732527755,44.265908329552495,9922300
2024-02-08,43.73577880859375,43.96297563350764,43.58431305490835,43.83044355043647,10269600
2024-02-09,43.57484817504883,43.953514397560234,43.30978398602808,43.868314678056606,5860300
2024-02-12,44.42684555053711,44.53097894271215,43.536984618618234,43.80204880871561,13099000
2024-02-13,43.89671325683594,44.63511202752483,43.54644934930082,44.47417761948196,8813400
2024-02-14,43.59251403808594,44.32646185023854,43.505599262539505,44.22988783078574,16806200
2024-02-15,44.23954391479492,44.38439940774428,43.53457020079339,43.689084936959176,13419700
2024-02-16,44.86725616455078,44.89623020882247,44.25885649367102,44.25885649367102,12496900
2024-02-20,44.96383285522461,45.25354752777665,44.54857380712865,44.54857380712865,12975500
2024-02-21,45.36943435668945,45.4563491300976,44.95417529306409,45.00246045964149,10026000
2024-02-22,45.45634841918945,45.5046335850117,45.118348574511685,45.37909289065826,7340200
2024-02-23,45.38874816894531,45.485318499991294,44.97348911438801,45.31148895697093,7457300
2024-02-26,44.86725616455078,45.40805955592118,44.77068584076972,45.388744754380625,12267000
2024-02-27,45.05074691772461,45.3501171449597,44.97348770816596,45.176287607374604,3494000
